raceId,year,circuitId,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driverId,constructorId,grid,results_positionOrder,milliseconds,statusId,circuit_country,constructor_points,constructor_position,constructor_wins,constructor_nationality,driver_nationality,driver_points,driver_wins,Unnamed: 0_x,laps,fastestLap,fastestLapTime,fastestLapSpeed,first_5_avg_time,last_10_avg_time,lap_position_after_5,lap_position_before_last_10,driver_age,Unnamed: 0_y,qualifying_position,q1_time_ms,q2_time_ms,q3_time_ms,results_points
54,2006,-0.7663354821839219,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,2,3,0.04747795412225536,1,17,-0.5917930839198454,4.0,-0.3451282507762858,-1.0316885873616155,33,-0.4769927854263971,-0.3451282507762858,19,56,35,1:35.604,208.723,98217.8,96098.2,2,3,0.4,1124,2.0,9523.0,9827.0,10286.0,6.0
91,2004,-0.7663354821839219,0.0,0.0,0.0,1.0,0.0,0.3605929496071995,-0.37259865290913,6,3,0.048623146146601987,1,17,-0.609069818678518,4.0,-0.3451282507762858,-0.2160861389078291,33,-0.5101523222868211,-0.3451282507762858,20,56,28,1:34.967,210.123,101190.4,96637.0,5,3,0.30000000000000016,1881,6.0,9621.0,27578.0,27352.0,6.0
339,2010,-0.7663354821839219,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,17,8,0.05604450405315073,1,17,-0.11668287805635161,2.0,0.32766171449270665,-0.2160861389078291,33,-0.07907834310131046,0.32766171449270665,22,56,49,1:38.501,202.584,106457.4,99152.4,16,8,0.6,4138,17.0,11411.0,27578.0,27352.0,4.0
842,2011,-0.7663354821839219,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,4,2,0.0638419785595705,1,17,-0.2721734908844041,2.0,-0.3451282507762858,-0.2160861389078291,33,-0.22829625897321795,-0.3451282507762858,23,56,50,1:41.264,197.057,107025.2,102067.9,4,2,0.65,4569,4.0,9733.0,10069.0,9700.0,18.0
861,2012,-0.7663354821839219,0.0,0.0,0.0,1.0,1.0,0.3605929496071995,0.4014774513569637,2,14,0.22665429879358945,1,17,-0.21170491922905035,1.0,0.32766171449270665,-0.2160861389078291,33,-0.2448760274034299,0.32766171449270665,24,56,50,1:42.100,195.443,133299.2,102859.1,6,14,0.7000000000000001,5027,2.0,10275.0,10528.0,9968.0,0.0
901,2014,-0.7663354821839219,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,10,6,0.07361332217598687,1,17,-0.3153653277810854,2.0,-0.3451282507762858,-0.2160861389078291,33,-0.2780355642638538,-0.3451282507762858,25,56,47,1:46.039,188.183,111575.6,106381.9,7,6,0.8000000000000002,5922,10.0,12889.0,12910.0,12453.0,8.0
963,2016,-0.7663354821839219,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,9,9,0.06588282028086012,1,17,-0.1512363475736966,6.0,-0.3451282507762858,-0.2160861389078291,33,-0.34435463798470156,-0.3451282507762858,26,56,51,1:38.740,202.094,114329.4,99191.6,6,9,0.9,6980,9.0,9767.0,9831.0,9918.0,2.0
37,2007,-0.7663354821839219,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,15,12,1.0,0,17,-0.6868151250925442,7.0,-0.3451282507762858,-1.0316885873616155,33,-0.6593702381587285,-0.3451282507762858,27,55,54,1:38.658,202.262,103543.2,99368.44444444444,17,12,0.45000000000000007,746,15.0,10413.0,9688.0,27352.0,0.0
881,2013,-0.7663354821839219,0.0,0.0,1.0,1.0,1.0,0.3605929496071995,0.4014774513569637,7,17,1.0,0,17,-0.6522616555751991,7.0,-0.3451282507762858,-0.2160861389078291,33,-0.6262107012983046,-0.3451282507762858,32,53,43,1:40.556,198.444,120877.0,103885.57142857143,5,14,0.7500000000000001,5492,8.0,10187.0,9817.0,11475.0,0.0
3,2009,-1.0463355616388665,0.0,0.0,0.0,1.0,0.0,0.3605929496071995,0.15118428502971645,5,3,0.1131943335939849,1,9,-0.37583389943643913,1.0,1.0004516797616991,-0.2160861389078291,33,-0.3111951011242777,1.0004516797616991,34,56,44,1:53.546,172.825,168648.8,117070.6,5,3,0.5500000000000002,57,5.0,10033.0,10056.0,10132.0,6.0
51,2007,-1.0463355616388665,0.0,0.0,0.0,1.0,0.0,0.3605929496071995,-0.8278487658142476,10,5,0.06716952662173187,1,9,-0.6349849208165267,8.0,-0.3451282507762858,-1.0316885873616155,33,-0.5598916275774568,-0.3451282507762858,35,56,39,1:38.913,198.392,113368.8,100520.9,13,5,0.45000000000000007,1040,10.0,9792.0,10371.0,10185.0,4.0
68,2006,-1.0463355616388665,0.0,0.0,0.0,1.0,0.0,0.3605929496071995,-0.8278487658142476,4,4,0.06628746959086787,1,9,-0.056214306400997845,4.0,0.32766171449270665,-1.0316885873616155,33,0.08671934120080899,0.32766171449270665,36,56,51,1:39.206,197.806,107898.8,103288.8,4,6,0.4,1418,4.0,11309.0,11062.0,11003.0,5.0
89,2005,-1.0463355616388665,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.37259865290913,4,8,0.07064722807098747,1,9,-0.3585571646777666,6.0,-0.3451282507762858,-0.2160861389078291,33,-0.045918806240886574,-0.3451282507762858,37,56,53,1:34.766,207.074,97721.0,95013.3,5,8,0.35,1841,4.0,10201.0,27578.0,27352.0,1.0
105,2004,-1.0463355616388665,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.37259865290913,3,2,0.04364565449202343,1,9,0.2202134497377622,2.0,-0.3451282507762858,-0.2160861389078291,33,0.6504314678280151,-0.3451282507762858,38,56,33,1:32.935,211.154,96726.8,93819.6,4,2,0.30000000000000016,2161,3.0,9695.0,27578.0,27352.0,8.0
340,2010,-1.0463355616388665,0.0,0.0,0.0,1.0,0.0,0.3605929496071995,0.4014774513569637,5,1,0.08520465641148223,1,9,0.2547669192551072,1.0,1.0004516797616991,-0.2160861389078291,33,0.3354158676539882,1.0004516797616991,39,56,14,1:42.886,190.731,131040.2,111495.8,2,1,0.6,4172,5.0,9722.0,9943.0,10379.0,25.0
843,2011,-1.0463355616388665,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,2,4,0.062460242442438,1,9,0.04744610215103716,2.0,-0.3451282507762858,-0.2160861389078291,33,-0.029339037810674626,-0.3451282507762858,40,56,39,1:40.623,195.021,104723.8,102372.1,1,4,0.65,4604,2.0,10424.0,10062.0,9821.0,12.0
862,2012,-1.0463355616388665,0.0,0.0,0.0,0.0,1.0,0.3605929496071995,0.4014774513569637,5,2,0.06164107626016693,1,9,0.07336120428904591,1.0,0.32766171449270665,-0.2160861389078291,33,0.0535598043403851,0.32766171449270665,41,56,56,1:40.422,195.411,104873.2,101153.8,3,4,0.7000000000000001,5041,6.0,10346.0,10442.0,9791.0,18.0
882,2013,-1.0463355616388665,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,8,5,0.06222262837302206,1,9,-0.5658779817818367,5.0,-0.3451282507762858,-0.2160861389078291,33,-0.4604130169961852,-0.3451282507762858,42,56,56,1:38.058,200.122,106348.4,102592.5,7,5,0.7500000000000001,5512,8.0,10267.0,10284.0,13173.0,10.0
950,2016,-1.0463355616388665,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,12,13,0.07068935344720315,1,9,-0.678176757713208,8.0,-0.3451282507762858,-0.2160861389078291,33,-0.6593702381587285,-0.3451282507762858,43,56,46,1:40.298,195.652,117779.8,102543.3,11,13,0.9,6711,13.0,10293.0,9993.0,27352.0,0.0
34,2008,-1.0463355616388665,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,18,16,1.0,0,9,-0.5658779817818367,9.0,-0.3451282507762858,-1.0316885873616155,33,-0.6096309328680927,-0.3451282507762858,44,55,54,1:37.773,200.705,103087.2,98308.11111111112,15,17,0.5000000000000001,687,18.0,9753.0,27578.0,27352.0,0.0
903,2014,-1.0463355616388665,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,12,11,1.0,0,9,-0.3153653277810854,5.0,-0.3451282507762858,-0.2160861389078291,33,-0.2780355642638538,-0.3451282507762858,45,53,30,1:43.375,189.829,107482.0,104636.11111111112,13,11,0.8000000000000002,5958,12.0,12483.0,12563.0,27352.0,0.0
4,2009,-0.2621241165271406,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.15118428502971645,4,1,0.04977729427163044,1,5,-0.2548967561257316,1.0,1.6732416450306915,-0.2160861389078291,33,-0.14539741682215823,1.6732416450306915,47,57,11,1:34.588,205.979,96391.2,96152.6,3,1,0.5500000000000002,77,4.0,10178.0,10042.0,9444.0,10.0
53,2006,-0.2621241165271406,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,3,4,0.0457357547670629,1,5,-0.6436232881958629,4.0,-0.3451282507762858,-1.0316885873616155,33,-0.5764713960076688,-0.3451282507762858,48,57,39,1:32.729,210.109,96634.6,93439.0,5,4,0.4,1093,3.0,9803.0,9225.0,9649.0,5.0
92,2004,-0.2621241165271406,0.0,0.0,1.0,0.0,1.0,0.3605929496071995,-0.37259865290913,6,3,0.0431743496008353,1,5,-0.5226861448851554,4.0,-0.3451282507762858,-0.2160861389078291,33,-0.41067371170554934,-0.3451282507762858,49,57,24,1:30.960,214.393,94832.4,92912.0,7,4,0.30000000000000016,1902,6.0,9856.0,27578.0,27352.0,6.0
337,2010,-0.2621241165271406,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,8,7,0.0694923666282056,1,5,-0.5054094101264829,2.0,-0.3451282507762858,-0.2160861389078291,33,-0.5598916275774568,-0.3451282507762858,50,49,45,1:59.970,189.017,125592.4,120568.4,8,7,0.6,4082,8.0,12215.0,11668.0,12172.0,6.0
883,2013,-0.2621241165271406,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,10,10,0.061624194406669414,1,5,-0.4881326753678104,6.0,-0.3451282507762858,-0.2160861389078291,33,-0.4438332485659732,-0.3451282507762858,51,57,49,1:37.743,199.33,103537.0,98238.4,7,10,0.7500000000000001,5549,10.0,9471.0,10002.0,27352.0,1.0
902,2014,-0.2621241165271406,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,6,17,1.0,0,5,-0.3153653277810854,3.0,-0.3451282507762858,-0.2160861389078291,33,-0.2780355642638538,-0.3451282507762858,55,55,37,1:39.565,195.683,102740.2,106123.125,6,7,0.8000000000000002,5947,7.0,10199.0,10114.0,9787.0,0.0
863,2012,-0.2621241165271406,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,4,18,1.0,0,5,0.10791467380639092,2.0,0.32766171449270665,-0.2160861389078291,33,0.0535598043403851,0.32766171449270665,56,55,47,1:38.046,198.714,102429.0,102802.125,6,7,0.7000000000000001,5065,4.0,10192.0,9716.0,9911.0,0.0
5,2009,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.15118428502971645,1,1,0.06289520775696597,1,28,-0.0994061432976791,1.0,2.346031610299684,-0.2160861389078291,33,0.020400267479961206,2.346031610299684,59,66,17,1:22.899,202.149,133352.8,84513.0,2,1,0.5500000000000002,91,1.0,8707.0,8192.0,8527.0,10.0
21,2008,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,13,6,0.06736767044212541,1,28,-0.6609000229545354,8.0,-0.3451282507762858,-1.0316885873616155,33,-0.6096309328680927,-0.3451282507762858,60,66,66,1:22.353,203.489,109428.0,83639.6,12,6,0.5000000000000001,416,13.0,8857.0,8311.0,27352.0,3.0
58,2006,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,8,6,0.039153773712465395,1,28,-0.47949430798847414,4.0,-0.3451282507762858,-1.0316885873616155,33,-0.3940939432753374,-0.3451282507762858,61,66,40,1:17.367,215.301,81708.4,78235.1,7,6,0.4,1205,8.0,7654.0,7650.0,7608.0,3.0
341,2010,0.15868249028078252,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,5,5,0.06165193454152451,1,28,0.3411505930484697,1.0,1.0004516797616991,-0.2160861389078291,33,0.5012135519561076,1.0004516797616991,62,66,64,1:25.166,196.768,89860.0,85985.2,5,6,0.6,4182,5.0,9015.0,8268.0,8991.0,10.0
845,2011,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,5,3,0.0684351504601137,1,28,0.5052795732558585,2.0,-0.3451282507762858,-0.2160861389078291,33,0.3519956360842001,-0.3451282507762858,63,66,63,1:27.518,191.48,93848.8,87931.2,9,3,0.65,4635,5.0,8828.0,8250.0,9096.0,15.0
864,2012,0.15868249028078252,0.0,0.0,1.0,0.0,0.0,0.3605929496071995,0.4014774513569637,10,9,0.07063030658872585,1,28,0.15974487808240842,2.0,0.32766171449270665,-0.2160861389078291,33,0.08671934120080899,0.32766171449270665,64,66,41,1:28.624,189.09,93439.2,90587.1,8,8,0.7000000000000001,5088,11.0,8810.0,9144.0,27352.0,2.0
884,2013,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,14,8,0.07069811140406454,1,28,-0.4363024710917929,6.0,-0.3451282507762858,-0.2160861389078291,33,-0.37751417484512545,-0.3451282507762858,65,66,55,1:27.957,190.524,94459.8,89032.9,17,8,0.7500000000000001,5566,14.0,8466.0,8555.0,27352.0,4.0
39,2007,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.8278487658142476,14,12,1.0,0,28,-0.6868151250925442,8.0,-0.3451282507762858,-1.0316885873616155,33,-0.6593702381587285,-0.3451282507762858,66,64,64,1:24.186,199.059,87871.0,84318.22222222222,11,12,0.45000000000000007,791,14.0,8703.0,8320.0,27352.0,0.0
94,2004,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,-0.37259865290913,14,8,1.0,0,28,-0.41038736895378414,3.0,-0.3451282507762858,-0.2160861389078291,33,-0.26145579583364187,-0.3451282507762858,67,65,46,1:17.495,214.945,82657.6,80418.88888888889,13,8,0.30000000000000016,1953,14.0,8275.0,27578.0,27352.0,1.0
904,2014,0.15868249028078252,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,8,11,1.0,0,28,-0.3153653277810854,6.0,-0.3451282507762858,-0.2160861389078291,33,-0.2780355642638538,-0.3451282507762858,68,65,43,1:30.563,185.042,96812.4,93113.22222222222,13,11,0.8000000000000002,5991,8.0,9079.0,9270.0,9035.0,0.0
952,2016,0.15868249028078252,0.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,12,9,1.0,0,28,-0.5831547165405091,8.0,-0.3451282507762858,-0.2160861389078291,33,-0.6096309328680927,-0.3451282507762858,70,65,39,1:30.260,185.663,112624.0,91060.66666666669,8,10,0.9,6755,12.0,8983.0,8748.0,27352.0,2.0
6,2009,0.5794253872887177,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.15118428502971645,1,1,0.0710222746942284,1,19,0.05608446953037341,1.0,3.0188215755686763,-0.2160861389078291,33,0.18619795178208065,3.0188215755686763,75,78,49,1:15.190,159.914,79858.2,77565.1,1,1,0.5500000000000002,113,1.0,7710.0,7516.0,8302.0,10.0
95,2004,0.5794253872887177,1.0,0.0,1.0,0.0,0.0,0.3605929496071995,-0.37259865290913,2,2,0.08302249851748794,1,19,-0.34128042991909413,3.0,-0.3451282507762858,-0.2160861389078291,33,-0.1288176483919463,-0.3451282507762858,76,77,40,1:15.220,159.851,107912.0,76590.6,3,2,0.30000000000000016,1962,3.0,7796.0,27578.0,27352.0,8.0
846,2011,0.5794253872887177,1.0,0.0,0.0,0.0,0.0,0.3605929496071995,0.4014774513569637,2,3,0.13983639502522688,1,19,0.7039620229805922,2.0,-0.3451282507762858,-0.2160861389078291,33,0.6006921625373792,-0.3451282507762858,77,78,78,1:16.463,157.252,81721.8,216532.8,2,3,0.65,4659,2.0,7897.0,7945.0,8297.0,15.0
